,title,release_year,vote_count,vote_average
39590,The Disputation,1986,0.0,0.0
39591,Sherlock Holmes: Incident at Victoria Falls,1992,3.0,5.3
39592,Sherlock Holmes and the Leading Lady,1991,4.0,3.5
39593,The Rainbow Thief,1990,7.0,5.5
39594,Honeymoon Academy,1990,1.0,8.0
39595,Soul Music,1997,6.0,6.7
39596,Wyrd Sisters,1997,5.0,5.7
39597,Greyfriars Bobby,2005,4.0,4.8
39598,Gormenghast,2000,9.0,6.6
39599,I tromboni di Fra' Diavolo,1962,1.0,5.0
39600,Hollow,2011,1.0,4.0
39601,The Mysterious Mr. Wong,1934,5.0,3.8
39602,The Whispering Shadow,1933,1.0,6.0
39603,Alien Tornado,2012,9.0,3.3
39604,The Dark Eyes of London,1939,3.0,5.8
39605,The Mystery of the Marie Celeste,1935,3.0,5.5
39606,Poison Berry in my Brain,2015,1.0,6.0
39607,Bad Moms,2016,1287.0,6.3
39608,Hell or High Water,2016,1304.0,7.2
39609,Southside with You,2016,80.0,5.7
39610,Little Men,2016,47.0,6.7
39611,Meet the Blacks,2016,64.0,4.5
39612,The Democratic Terrorist,1992,3.0,6.0
39613,Terra Formars,2016,18.0,4.8
39614,Kingsglaive: Final Fantasy XV,2016,201.0,6.8
39615,Back to Mom's,2016,153.0,5.6
39616,1812,1912,1.0,4.0
39617,U Be Dead,2009,0.0,0.0
39618,Siccîn 2,2015,2.0,6.0
39619,Ghost Team,2016,16.0,4.6
39620,O Quatrilho,1995,7.0,6.4
39621,Madaari,2016,11.0,7.9
39622,El río que nos lleva,1988,0.0,0.0
39623,Komunaris chibukhi,1929,0.0,0.0
39624,I Love You Rosa,1972,2.0,6.3
39625,Bite,2015,30.0,5.1
39626,The Dragon Lives Again,1977,1.0,10.0
39627,Clash,2016,14.0,7.9
39628,Revenge of the Bridesmaids,2010,85.0,6.1
39629,Tricked,2012,18.0,4.5
39630,Happy End,1999,9.0,6.2
39631,Color Adjustment,1992,0.0,0.0
39632,Protagonist,2007,1.0,8.0
39633,Don't Breathe,2016,1830.0,6.7
39634,The Pills - Sempre meglio che lavorare,2016,39.0,5.5
39635,Enclave,2015,9.0,7.1
39636,"Hello, My Name Is Frank",2014,0.0,0.0
39637,Bridge and Tunnel,2014,0.0,0.0
39638,The Death and Life of Otto Bloom,2016,1.0,10.0
39639,47 Meters Down,2017,548.0,5.1
39640,Trivisa,2016,16.0,7.0
39641,Scare Campaign,2016,36.0,6.2
39642,Gabo: The Creation of Gabriel Garcia Marquez,2015,1.0,7.0
39643,Hillary's America: The Secret History of the Democratic Party,2016,28.0,6.6
39644,Pufnstuf,1970,6.0,7.7
39645,My Best Friend,2001,6.0,6.0
39646,Guys and Dolls,2007,2.0,7.5
39647,In Celebration,1975,1.0,5.0
39648,In the Family,2011,7.0,7.4
39649,The Final Terror,1983,16.0,5.0
39650,Misunderstood,2014,14.0,6.0
39651,Sorry for the Disturbance,2008,4.0,5.0
39652,American Hostage,2016,1.0,10.0
39653,River,2016,17.0,6.4
39654,The Call Up,2016,56.0,4.8
39655,Berserker,2015,1.0,4.0
39656,A Day in the Death of Joe Egg,1972,5.0,5.6
39657,We Think the World of You,1988,3.0,8.0
39658,An Englishman Abroad,1983,1.0,6.0
39659,The Return of the Soldier,1982,2.0,6.3
39660,Hands Up!,1981,1.0,5.0
39661,The Cherry Orchard,1999,0.0,0.0
39662,Hollywood North,2004,0.0,0.0
39663,Robinson Crusoe,2016,85.0,5.8
39664,Grandma,1979,1.0,7.0
39665,Basta Poco,2015,3.0,4.3
39666,Belle and Sebastian: The Adventure Continues,2015,67.0,6.8
39667,Nomi e cognomi,2015,2.0,1.5
39668,Bimboland,1998,18.0,4.3
39669,"Splash, Too",1988,3.0,2.0
39670,End of the Line,1987,2.0,5.5
39671,Blood Moon,2016,0.0,0.0
39672,Sky Line,2015,1.0,6.0
39673,The House,2016,4.0,6.4
39674,Sx_Tape,2014,33.0,3.3
39675,VeggieTales: Where's God When I'm Scared,1993,3.0,6.0
39676,VeggieTales: God Wants Me to Forgive Them!?!,1994,2.0,4.0
39677,"VeggieTales: Rack, Shack & Benny",1995,3.0,6.7
39678,VeggieTales: Are You My Neighbor?,1995,1.0,1.0
39679,VeggieTales: Dave and the Giant Pickle,1996,2.0,1.3
39680,VeggieTales: Very Silly Songs,1997,1.0,7.5
39681,VeggieTales: Josh and the Big Wall,1997,2.0,5.5
39682,VeggieTales: Madame Blueberry,1998,3.0,4.3
39683,VeggieTales: The End of Silliness? More Really Silly Songs!,1998,0.0,0.0
39684,VeggieTales: Esther...The Girl Who Became Queen,2000,3.0,4.7
39685,VeggieTales: King George and the Ducky,2000,2.0,4.5
39686,"VeggieTales: Lyle, the Kindly Viking",2001,1.0,1.0
39687,VeggieTales: The Ultimate Silly Song Countdown,2001,3.0,4.2
39688,VeggieTales: The Ballad of Little Joe,2003,3.0,3.8
39689,VeggieTales: Lord of the Beans,2005,3.0,5.0
39690,VeggieTales: Minnesota Cuke and the Search for Samson's Hairbrush,2005,4.0,3.9
39691,VeggieTales: Duke and the Great Pie War,2005,1.0,2.0
39692,VeggieTales: LarryBoy & The Bad Apple,2006,2.0,3.0
39693,VeggieTales: Sheerluck Holmes and the Golden Ruler,2006,2.0,3.0
39694,VeggieTales: The Wonderful Wizard of Ha's,2007,1.0,2.0
39695,VeggieTales: Tomato Sawyer & Huckleberry Larry's Big River Rescue,2008,1.0,1.0
39696,Below the Sea,1933,0.0,0.0
39697,Body,2015,16.0,5.0
39698,Dark Haul,2014,6.0,4.6
39699,David Bowie & the Story of Ziggy Stardust,2012,5.0,6.7
39700,Dim Sum Funeral,2008,4.0,5.0
39701,Heller in Pink Tights,1960,6.0,5.8
39702,King Cobra,2016,118.0,5.9
39703,Pirates of the Prairie,1942,0.0,0.0
39704,Street Angel,1937,1.0,5.0
39705,Sunnyside Up,1929,1.0,10.0
39706,The Alamo: Thirteen Days to Glory,1987,3.0,5.3
39707,The Touch,2002,12.0,5.9
39708,The Wedding March,2016,3.0,4.3
39709,Three Faces West,1940,5.0,5.6
39710,Tumbledown,2013,2.0,5.0
39711,Twilight Time,1982,0.0,0.0
39712,Why Did I Get Married? The Play,2006,2.0,5.5
39713,Youth,2013,4.0,5.8
39714,Whitey,1980,4.0,6.9
39715,Jaco,2014,7.0,7.2
39716,Sharknado 4: The 4th Awakens,2016,88.0,4.3
39717,Donald Trump's The Art of the Deal: The Movie,2016,29.0,5.7
39718,The Edge of Seventeen,2016,952.0,7.3
39719,Clinton Cash,2016,9.0,7.7
39720,When the Lights Went Out,2012,49.0,5.8
39721,Symphony No. 42,2014,7.0,7.4
39722,Hafu,2013,0.0,0.0
39723,Poi E: The Story of Our Song,2016,0.0,0.0
39724,Manhattan Romance,2015,10.0,5.3
39725,Intruder,2016,9.0,3.9
39726,'Master Harold'... and the Boys,1985,3.0,6.3
39727,Detective Conan: The Fourteenth Target,1998,30.0,7.5
39728,Detective Conan: The Last Wizard of the Century,1999,31.0,7.2
39729,The Last Brickmaker in America,2001,1.0,7.0
39730,Tibetana,1969,0.0,0.0
39731,95 Miles to Go,2006,0.0,0.0
39732,Prince Among Slaves,2008,0.0,0.0
39733,Anthropoid,2016,251.0,6.9
39734,Blood Father,2016,525.0,6.2
39735,Joshy,2016,38.0,5.4
39736,Snowtime!,2015,21.0,5.4
39737,Free to Run,2016,6.0,8.2
39738,Elle,2016,498.0,6.6
39739,Dough,2015,20.0,5.0
39740,The Little House,2014,15.0,6.7
39741,Anne of Green Gables,2016,13.0,6.0
39742,Daylight's End,2016,37.0,5.3
39743,The Mobfathers,2016,11.0,6.0
39744,The Lorry,1977,3.0,5.0
39745,T.R. Baskin,1971,2.0,6.0
39746,Anything Can Happen,1995,2.0,4.5
39747,Medusa,1998,1.0,6.0
39748,The Life and Death of a Porno Gang,2009,16.0,6.5
39749,Mr. Blue Sky: The Story of Jeff Lynne & ELO,2012,7.0,7.3
39750,Meeting David Wilson,2010,1.0,7.0
39751,Starship,1984,4.0,5.5
39752,Liar Game: The Final Stage,2010,7.0,7.4
39753,The Ducktators,1942,6.0,5.5
39754,TransFatty Lives,2015,1.0,5.0
39755,Anna M.,2007,11.0,5.3
39756,The Upturned Glass,1947,4.0,7.8
39757,Torpedo Bay,1963,0.0,0.0
39758,Grandmaster,2012,10.0,6.1
39759,The Polar Boy,2016,0.0,0.0
39760,The Days That Confused,2016,2.0,7.0
39761,Breaking the Surface,2006,5.0,4.8
39762,3 Days of Normal,2012,4.0,4.9
39763,Bubblegum and Broken Fingers,2011,6.0,2.3
39764,Wedding Day,2012,1.0,5.0
39765,Johan Falk: Kodnamn Lisa,2013,10.0,6.8
39766,Train to Busan,2016,984.0,7.7
39767,Johan Falk: Organizatsija Karayan,2012,10.0,6.5
39768,Johan Falk: Barninfiltratören,2012,8.0,6.0
39769,Johan Falk: Alla råns moder,2012,6.0,6.3
39770,Johan Falk: Spelets regler,2012,10.0,6.7
39771,Johan Falk: Leo Gaut,2009,9.0,6.4
39772,Johan Falk: National Target,2009,7.0,6.7
39773,"The Fjällbacka Murders: The Sea Gives, the Sea Takes",2013,6.0,5.8
39774,The Hidden Child,2013,8.0,6.6
39775,The Fjällbacka Murders: The Queen of Lights,2013,6.0,5.0
39776,The Fjällbacka Murders: Friends for Life,2013,7.0,5.6
39777,The Fjällbacka Murders: In the Eye of the Beholder,2012,7.0,5.4
39778,The Fjällbacka Murders: The Coast Rider,2013,6.0,5.3
39779,The San Francisco Story,1952,1.0,5.0
39780,Rough Shoot,1953,2.0,6.0
39781,Autobiography of a Princess,1975,1.0,5.0
39782,Street War,1976,0.0,0.0
39783,The Perfect Crime,1978,0.0,0.0
39784,Silence the Witness,1974,0.0,0.0
39785,A Dangerous Summer,1982,0.0,0.0
39786,The Rosa Parks Story,2002,1.0,2.0
39787,Friend Request,2016,376.0,5.3
39788,Let's Be Evil,2016,43.0,4.4
39789,Five Nights in Maine,2016,14.0,5.4
39790,Bazodee,2016,1.0,10.0
39791,Breaking Glass,1980,12.0,7.0
39792,Edge of Winter,2016,39.0,5.6
39793,Viral,2016,101.0,5.5
39794,The Remains,2016,50.0,4.0
39795,Family Lies,2016,0.0,0.0
39796,Sus ojos se cerraron y el mundo sigue andando,1998,1.0,5.0
39797,The Sicilian Girl,2008,12.0,6.7
39798,The Mind's Eye,2015,26.0,5.1
39799,Summer Camp,2016,41.0,5.1
39800,Just Tell Me What You Want,1980,2.0,1.5
39801,King: A Filmed Record... Montgomery to Memphis,1970,1.0,10.0
39802,The Appointment,1969,2.0,6.0
39803,A View from the Bridge,1962,0.0,0.0
39804,That Kind of Woman,1959,1.0,6.0
39805,The Making of Trump,2015,3.0,2.5
39806,We of the Never Never,1982,2.0,7.0
39807,The Land,2016,7.0,6.4
39808,Jedda,1955,2.0,6.3
39809,Lie Detector,2011,7.0,8.3
39810,Pete Johansson: You Might Also Enjoy Pete Johansson,2016,2.0,7.0
39811,The Edge,1968,0.0,0.0
39812,Hacking Democracy,2006,7.0,7.7
39813,Sworn Virgin,2015,14.0,4.9
39814,Jamie Foxx: I Might Need Security,2002,6.0,6.3
39815,Godfrey: Black By Accident,2011,2.0,8.0
39816,Bosch. The Garden of Dreams,2016,0.0,0.0
39817,E la chiamano estate,2012,2.0,4.5
39818,Best Night Ever,2014,28.0,4.0
39819,Fair Sex,2012,2.0,5.0
39820,Daisy Diamond,2007,5.0,6.0
39821,Hotel St. Pauli,1988,0.0,0.0
39822,Hit 'n Strum,2013,3.0,4.7
39823,"Tattoo, a Love Story",2002,2.0,3.5
39824,3 Geezers!,2013,11.0,5.0
39825,Lover,2005,5.0,5.9
39826,Those Who Kill - Shadow of the Past,2012,5.0,5.3
39827,"Siberia, Monamour",2011,14.0,7.6
39828,Swerve,2012,10.0,5.1
39829,Anita,1972,20.0,6.3
39830,Sket,2011,12.0,4.9
39831,The Break-up Artist,2009,9.0,5.1
39832,Respire,2011,8.0,5.8
39833,Shades,1999,1.0,6.0
39834,Deuce of Spades,2010,2.0,5.3
39835,Locked Down,2010,11.0,4.1
39836,Exit Speed,2008,10.0,5.8
39837,Polar Storm,2009,17.0,4.1
39838,Slovenian Girl,2009,18.0,5.9
39839,Road of No Return,2008,6.0,4.8
39840,Sara,1997,12.0,7.0
39841,Scrapbook,2000,7.0,5.3
39842,Midnight Son,2011,15.0,6.7
39843,Neighbor,2009,7.0,5.4
39844,Amateur Porn Star Killer,2006,8.0,4.7
39845,Amateur Porn Star Killer 3: The Final Chapter,2009,5.0,5.6
39846,Amateur Porn Star Killer 2,2008,8.0,6.3
39847,The Band,2009,7.0,3.3
39848,Swingers,2002,6.0,6.3
39849,Lift,2006,3.0,3.7
39850,I Was Here,2008,4.0,5.9
39851,Charlie & Boots,2009,11.0,6.9
39852,The Seamstress,2009,13.0,4.0
39853,The Boxer,2009,2.0,2.5
39854,Stone & Ed,2008,1.0,1.0
39855,Worry Dolls,2016,18.0,3.8
39856,ABCs of Death 2.5,2016,8.0,5.0
39857,Scab,2005,1.0,5.5
39858,Klown Forever,2015,30.0,5.8
39859,Dabbe: Bir cin vakasi,2012,10.0,6.3
39860,The Hexecutioners,2015,6.0,4.8
39861,Road to Kabul,2012,1.0,7.0
39862,Shelley,2016,33.0,5.4
39863,Ice,1970,3.0,7.3
39864,L'argent,1928,6.0,6.9
39865,Mechanic: Resurrection,2016,1236.0,5.3
39866,Secret Smile,2005,13.0,6.0
39867,Porto,2017,5.0,7.8
39868,The Children,1985,6.0,6.3
39869,I Wish I Knew,2010,5.0,7.3
39870,In the Room,2015,9.0,4.6
39871,Cal,1984,11.0,5.9
39872,Captain Webb,2015,4.0,4.4
39873,Mister John,2013,3.0,5.7
39874,Tom Segura: Mostly Stories,2016,13.0,8.2
39875,Antibirth,2016,41.0,4.8
39876,The 9th Life of Louis Drax,2016,128.0,6.5
39877,The Magnificent Seven,2016,2358.0,5.9
39878,Separation,1968,1.0,5.0
39879,Dwayne Perkins: Take Note,2016,2.0,7.5
39880,Sniper: Ghost Shooter,2016,36.0,5.5
39881,Assassin X,2016,2.0,2.5
39882,Downhill,2014,2.0,8.0
39883,Beta Test,2016,29.0,5.3
39884,The Valley of Light,2007,3.0,5.3
39885,American Fusion,2005,0.0,0.0
39886,The Russian Woodpecker,2015,11.0,6.5
39887,"Down the Deep, Dark Web",2016,1.0,6.0
39888,The Rack Pack,2016,11.0,7.0
39889,A Thousand Men and a Baby,1997,0.0,0.0
39890,Love's Long Journey,2005,8.0,6.3
39891,Love's Unending Legacy,2007,6.0,5.4
39892,Love's Unfolding Dream,2007,8.0,5.7
39893,Love Takes Wing,2009,10.0,5.6
39894,Love Finds A Home,2009,6.0,5.2
39895,Love Begins,2011,4.0,6.9
39896,Love's Everlasting Courage,2011,5.0,4.7
39897,Starchaser: The Legend of Orin,1985,11.0,6.8
39898,Skiptrace,2016,181.0,5.5
39899,"Monkeyshines, No. 3",1890,5.0,3.3
39900,Wintergartenprogramm,1895,5.0,5.0
39901,Droid Gunner,1995,6.0,4.7
39902,Édith et Marcel,1983,0.0,0.0
39903,I Am Breathing,2013,1.0,5.0
39904,A Stand Up Guy,2016,5.0,4.1
39905,3 Türken und ein Baby,2015,23.0,5.9
39906,Brian Posehn: Criminally Posehn,2016,2.0,7.0
39907,Moonlight,2016,1831.0,7.3
39908,Big Fish & Begonia,2016,12.0,6.3
39909,A Conspiracy of Faith,2016,110.0,6.8
39910,Naz & Maalik,2014,1.0,9.0
39911,The League of Gentlemen's Apocalypse,2005,16.0,6.6
39912,Love Like Poison,2010,5.0,6.3
39913,Moms on Strike,2002,0.0,0.0
39914,Jane's Journey,2011,4.0,4.6
39915,UFO... annientare S.H.A.D.O. stop. Uccidete Straker...,1972,0.0,0.0
39916,UFO - Distruggete base Luna!,1971,0.0,0.0
39917,Invaders from the Deep,1981,0.0,0.0
39918,The Sender,1982,9.0,5.6
39919,Dawn of the World,2009,1.0,5.0
39920,The Finest Hour,1992,0.0,0.0
39921,Seoul Station,2016,29.0,5.8
39922,The Levenger Tapes,2013,1.0,4.0
39923,Ghosts of Abu Ghraib,2007,1.0,8.0
39924,A Lot Like You,2012,0.0,0.0
39925,The Bronx Bull,2016,8.0,5.7
39926,The Bandit,2016,2.0,7.0
39927,The Childhood of a Leader,2016,59.0,5.9
39928,Cosmos Laundromat,2015,3.0,6.5
39929,The Fifth Seal,1976,10.0,6.6
39930,A Town Like Alice,1956,10.0,6.0
39931,Cardcaptor Sakura: The Movie,1999,24.0,7.8
39932,Ecstasy of Order: The Tetris Masters,2012,13.0,7.0
39933,Five,2016,306.0,7.2
39934,Masterminds,2016,600.0,5.6
39935,The Lesson,2015,10.0,3.5
39936,The Zodiac Killer,1971,4.0,6.3
39937,Cop Dog,2008,1.0,7.0
39938,Robo-Dog,2015,1.0,6.0
39939,Pelli Choopulu,2016,4.0,7.8
39940,Edge of Doom,1950,4.0,5.1
39941,Youth Runs Wild,1944,0.0,0.0
39942,Broadway Thru a Keyhole,1933,0.0,0.0
39943,Endgame,2000,0.0,0.0
39944,Endgame,2015,4.0,5.8
39945,Sidetracked,2015,22.0,6.1
39946,The Big Timer,1932,0.0,0.0
39947,Truth,2013,9.0,5.6
39948,Amateur Night,2016,39.0,5.6
39949,Rustom,2016,25.0,7.3
39950,Darkest Day,2015,15.0,3.7
39951,Tiny Giants 3D,2014,8.0,8.1
39952,Footsteps in the Fog,1955,7.0,7.7
39953,Who Killed Aunt Maggie?,1940,2.0,4.0
39954,One More Time with Feeling,2016,20.0,8.4
39955,Sensuela,1973,4.0,4.5
39956,Milestones,1975,1.0,5.0
39957,The Other Side,2015,5.0,5.7
39958,The Seventh Fire,2015,2.0,6.5
39959,13 Cameras,2015,32.0,5.5
39960,Kubo and the Two Strings,2016,982.0,7.7
39961,Paradise,2015,2.0,2.0
39962,The Spirit of '45,2013,3.0,6.0
39963,Down by Love,2016,64.0,6.0
39964,Keeping Rosy,2014,11.0,6.1
39965,Bridget Jones's Baby,2016,972.0,6.3
39966,The Light Between Oceans,2016,403.0,6.9
39967,Morgan,2016,436.0,5.7
39968,Queen of Katwe,2016,103.0,7.1
39969,Deepwater Horizon,2016,1478.0,6.5
39970,Miss Peregrine's Home for Peculiar Children,2016,3213.0,6.5
39971,The Girl on the Train,2016,1837.0,6.2
39972,Middle School: The Worst Years of My Life,2016,70.0,6.9
39973,The Accountant,2016,2121.0,6.9
39974,Kevin Hart: What Now ?,2016,82.0,6.8
39975,The American Side,2016,16.0,4.8
39976,It's Hard Being Loved by Jerks,2009,3.0,7.3
39977,Writer of O,2005,1.0,8.0
39978,"Me, Natalie",1969,2.0,7.0
39979,News from Planet Mars,2016,21.0,5.1
39980,Remember You,2016,4.0,8.5
39981,Sanam Teri Kasam,2016,24.0,7.6
39982,A Monster with a Thousand Heads,2016,11.0,5.9
39983,Phantom of the Theatre,2016,4.0,6.4
39984,Like for Likes,2016,5.0,7.3
39985,High Strung,2016,256.0,7.1
39986,Arisan!,2003,4.0,7.5
39987,Time Renegades,2016,15.0,7.4
39988,Phantom Detective,2016,11.0,7.1
39989,Gie,2005,5.0,5.9
39990,Arisan! 2,2011,1.0,8.0
39991,Baaghi,2016,19.0,6.4
39992,Compadres,2016,17.0,5.2
39993,Detective Chinatown,2015,10.0,7.2
39994,Dishoom,2016,22.0,5.5
39995,Gentleman,2016,2.0,8.5
39996,God's Not Dead 2,2016,73.0,5.6
39997,Hockney,2014,3.0,7.0
39998,Housefull 3,2016,24.0,5.2
39999,Kabali,2016,21.0,5.9
40000,Ki and Ka,2016,16.0,6.7
40001,League of Gods,2016,14.0,5.0
40002,Mohenjo Daro,2016,26.0,6.7
40003,Catatan (Harian) Si Boy,2011,1.0,6.0
40004,Operation Chromite,2016,32.0,5.5
40005,Our Last Tango,2015,6.0,7.0
40006,Spirits' Homecoming,2016,5.0,8.5
40007,The First Monday in May,2016,9.0,7.6
40008,The Comedian,2013,3.0,3.7
40009,You Lucky Dog,1998,4.0,4.8
40010,The Tichborne Claimant,1998,0.0,0.0
40011,Hologram Man,1995,3.0,4.0
40012,Lady Day at Emerson's Bar & Grill,2016,3.0,6.7
40013,The Old Mill,1937,23.0,7.7
40014,Empire of Corpses,2015,11.0,5.7
40015,Children of the Age,1915,2.0,5.0
40016,Death of a Shadow,2012,8.0,7.5
40017,In Search of the Ultra-Sex,2015,1.0,8.0
40018,A Quiet Passion,2016,26.0,7.5
40019,Chosen,2016,9.0,3.4
40020,The Whole Truth,2016,202.0,6.3
40021,The Model,2016,31.0,5.9
40022,Sundown,2016,30.0,5.9
40023,American Honey,2016,213.0,6.5
40024,The Houses Are Full of Smoke,1987,1.0,7.0
40025,Matru Ki Bijlee Ka Mandola,2013,21.0,5.6
40026,Black Wax,1983,0.0,0.0
40027,My Class,2013,1.0,9.0
40028,Deon Cole: Cole-Blooded Seminar,2016,3.0,8.3
40029,Artie Lange: The Stench of Failure,2014,2.0,6.5
40030,Il pretore,2014,1.0,6.0
40031,Tom Papa: Freaked Out,2013,0.0,0.0
40032,Abandoned Dead,2015,1.0,2.0
40033,The 13 Roses,2007,14.0,6.5
40034,"Falkenau, the Impossible",1988,0.0,0.0
40035,The Legend of Speed,1999,2.0,3.3
40036,Out of Love,2016,2.0,4.8
40037,Sunstruck,1972,0.0,0.0
40038,Hieronymus Bosch: Touched by the Devil,2015,1.0,8.0
40039,Cutting Class,1989,13.0,5.4
40040,Toomelah,2011,7.0,6.4
40041,1st to Die,2003,2.0,3.0
40042,Trapped in a Purple Haze,2000,0.0,0.0
40043,The Ranch,2004,3.0,1.3
40044,Say Goodnight,2008,2.0,5.0
40045,Yeti: Curse of the Snow Demon,2008,13.0,2.9
40046,Recipe for a Perfect Christmas,2005,2.0,5.8
40047,Scarlett,1994,6.0,7.1
40048,Cambio de Ruta,2014,8.0,7.4
40049,Idlers of the Fertile Valley,1978,2.0,8.0
40050,The King,2002,4.0,6.6
40051,How to Get Rid of the Others,2007,5.0,6.2
40052,Blood on the Land,1966,2.0,8.0
40053,No Budget Story,1997,4.0,6.3
40054,When Women Had Tails,1970,7.0,5.5
40055,People in the Sun,2011,2.0,7.5
40056,Local Color,2006,8.0,6.1
40057,Imperium,2016,381.0,6.3
40058,Blush,2015,9.0,6.2
40059,The Wounded Angel,2016,4.0,7.3
40060,Road to Istanbul,2016,5.0,6.8
40061,The Greggs,2014,0.0,0.0
40062,Boycott,2001,2.0,5.8
40063,David Brent: Life on the Road,2016,104.0,6.0
40064,Race 2,2013,31.0,5.2
40065,The Invisible Maniac,1990,7.0,4.0
40066,Steel Frontier,1995,3.0,6.3
40067,Saved by the Bell: Wedding in Las Vegas,1994,11.0,4.3
40068,Blood Lake,2014,22.0,4.0
40069,Marcello Marcello,2008,5.0,5.5
40070,Marock,2005,10.0,6.1
40071,Casanegra,2009,3.0,5.5
40072,Horses of God,2013,15.0,7.5
40073,Scenes from the Class Struggle in Portugal,1977,0.0,0.0
40074,Louis C.K.: One Night Stand,2005,8.0,7.3
40075,Vintage Tomorrows,2016,0.0,0.0
40076,The Emperor and the Golem,1952,6.0,7.2
40077,The Country Doctor,2016,67.0,6.0
40078,Tomcat,2016,0.0,0.0
40079,Lost Songs: The Basement Tapes Continued,2014,2.0,7.8
40080,Big Beat,1993,2.0,3.5
40081,Fatal Intuition,2015,9.0,5.8
40082,26 Years,2012,14.0,6.7
40083,I Am Not a Serial Killer,2016,126.0,6.2
40084,"Cheating Death, Stealing Life: The Eddie Guerrero Story",2004,0.0,0.0
40085,Frankie Boyle - Live - The Last Days of Sodom,2012,6.0,7.8
40086,Eddie Pepitone: In Ruins,2014,0.0,0.0
40087,Fascisti su Marte,2006,13.0,6.5
40088,Un attore contro - Gian Maria Volonté,2005,0.0,0.0
40089,"Dave Attell: Hey, Your Mouth's Not Pregnant!",2006,1.0,7.0
40090,The Best of Insomniac with Dave Attell Volume 1,2003,2.0,9.0
40091,Chris D'Elia: Incorrigible,2015,8.0,4.9
40092,2061 - Un anno eccezionale,2007,20.0,3.3
40093,Metronotte,2000,0.0,0.0
40094,Figli di Annibale,1998,2.0,4.0
40095,The Barber of Rio,1996,7.0,6.6
40096,On the Dark Continent,1993,2.0,7.0
40097,Puerto Escondido,1992,17.0,6.5
40098,On tour,1990,7.0,7.3
40099,Marrakech Express,1989,22.0,7.3
40100,I Carabbinieri,1981,1.0,6.0
40101,Il Ras del quartiere,1983,3.0,4.3
40102,Eccezzziunale... veramente,1982,41.0,5.9
40103,In the Pope's Eye,1980,9.0,6.0
40104,High School Record,2005,1.0,2.0
40105,VHS Massacre: Cult Films and the Decline of Physical Media,2016,7.0,5.4
40106,These Daughters of Mine,2015,5.0,6.2
40107,Åke and His World,1984,1.0,0.5
40108,P & B,1983,1.0,6.0
40109,The Office Party,1972,2.0,5.0
40110,The Women on the Roof,1989,1.0,5.0
40111,s/y Glädjen,1989,1.0,5.0
40112,Hip hip hurra!,1987,1.0,5.0
40113,The Serpent's Way,1986,2.0,6.0
40114,The Dogs of Riga,1995,2.0,4.5
40115,Sista dansen,1993,3.0,5.3
40116,Murder at the Savoy,1993,4.0,5.8
40117,The Ox,1991,3.0,6.5
40118,Kiss Kiss (Bang Bang),2001,11.0,5.4
40119,Moomins and the Comet Chase,2010,3.0,4.0
40120,As If I Am Not There,2010,6.0,6.9
40121,Puppet on a Chain,1971,10.0,6.7
40122,Last Hijack,2014,1.0,5.0
40123,3 Hati Dua Dunia Satu Cinta,2010,0.0,0.0
40124,Kizumonogatari Part 1: Tekketsu,2016,16.0,7.6
40125,Broken Blade: Book One - The Time of Awakening,2010,6.0,6.3
40126,Broken Blade: Book Three - The Mark of the Assassin's Dagger,2010,3.0,5.2
40127,Broken Blade: Book Two - The Split Path,2010,4.0,6.1
40128,Broken Blade: Book Four - The Earth of Calamity,2010,3.0,5.2
40129,Broken Blade: Book Five - The Horizon Between Life and Death,2011,3.0,5.2
40130,Broken Blade: Book Six - Enclave of Lamentations,2011,3.0,8.2
40131,Steins;Gate: The Movie − Load Region of Déjà Vu,2013,44.0,7.2
40132,Cuisine et dépendances,1993,12.0,6.3
40133,Agathe Cléry,2008,54.0,4.8
40134,Ajin: Demi-Human - Compel,2015,8.0,7.5
40135,Psycho-Pass: The Movie,2015,40.0,7.2
40136,Last Minute,2016,0.0,0.0
40137,Dancin' It's On,2015,2.0,4.3
40138,The Black Hole,2015,10.0,3.2
40139,Wonder Women!: The Untold Story of American Superheroines,2012,2.0,6.0
40140,I'm Staying,2007,6.0,5.8
40141,Second Coming,2014,6.0,5.9
40142,Shell,2012,15.0,6.4
40143,Hands of Stone,2016,110.0,6.0
40144,Gun Hill,2014,7.0,6.4
40145,Uncle P,2007,3.0,7.7
40146,Bending the Rules,2013,0.0,0.0
40147,A Lovasíjász,2016,0.0,0.0
40148,The Fits,2016,44.0,6.7
40149,Morris from America,2016,37.0,6.0
40150,Figli – Hijos,2001,3.0,8.3
40151,The Lost Honour of Christopher Jefferies,2014,15.0,7.2
40152,Nocturna,2015,9.0,4.6
40153,Arianna,2015,4.0,6.0
40154,What's Between Us,2015,1.0,5.0
40155,Sky,2015,17.0,6.4
40156,Fools on the Hill,2012,0.0,0.0
40157,The Triple Echo,1972,3.0,6.3
40158,War Book,2014,7.0,5.6
40159,A Life for a Life,1916,1.0,5.0
40160,Pikadero,2015,0.0,0.0
40161,Hattrick,2007,1.0,5.0
40162,The Last Heist,2016,24.0,4.9
40163,Cool Kids Don't Cry,2012,28.0,7.9
40164,Burning Bodhi,2016,6.0,5.7
40165,Shin Godzilla,2016,152.0,6.6
40166,"Be Silent, Sorrow, Be Silent",1918,3.0,5.7
40167,The Green Elephant,1999,8.0,6.0
40168,Sniper: Special Ops,2016,25.0,5.0
