,title,crew,return,release_date,release_year,budget,revenue
34329,Daud,['Ram Gopal Varma'],0.0,1997-08-22,1997,0,0.0
34330,Aflatoon,['Guddu Dhanoa'],0.0,1997-12-19,1997,0,0.0
34331,Bade Miyan Chote Miyan,['David Dhawan'],0.0,1998-10-06,1998,0,0.0
34332,China Gate,['Rajkumar Santoshi'],0.0,1998-11-27,1998,0,0.0
34333,Pyaar Kiya To Darna Kya,['Sohail Khan'],0.0,1998-03-27,1998,0,0.0
34334,Soldier,"['Mastan Alibhai Burmawalla', 'Abbas Alibhai Burmawalla']",0.0,1998-12-10,1998,0,0.0
34335,Sharpe's Company,['Tom Clegg'],0.0,1994-01-01,1994,0,0.0
34336,On Football,['Sergio Oksman'],0.0,2016-04-21,2016,0,0.0
34337,The Last House on Cemetery Lane,['Andrew Jones'],0.0,2015-02-17,2015,0,0.0
34338,Krampus: The Reckoning,['Robert Conway'],0.0,2015-11-03,2015,0,0.0
34339,The Ice Dragon,[],0.0,2012-02-24,2012,0,0.0
34340,11 Minutes,['Jerzy Skolimowski'],0.0,2015-09-02,2015,2023012,0.0
34341,When the Iron Bird Flies,[],0.0,2012-10-20,2012,0,0.0
34342,Do I Sound Gay?,['David Thorpe'],0.0,2014-07-10,2014,0,0.0
34343,Rocktober Blood,['Beverly Sebastian'],0.0,1984-01-01,1984,0,0.0
34344,'Gator Bait,"['Beverly Sebastian', 'Ferd Sebastian']",0.0,1974-06-01,1974,0,0.0
34345,That's It,['Matheus Souza'],0.0,2008-10-05,2008,4000,0.0
34346,"Jinxy Jenkins, Lucky Lou","['Michael Bidinger', 'Michelle Kwon']",0.0,2014-03-19,2014,0,0.0
34347,Princes and Princesses,['Michel Ocelot'],0.0,2000-01-26,2000,0,0.0
34348,The Hallow,['Corin Hardy'],0.0,2015-11-06,2015,0,0.0
34349,The Boy and the Beast,['Mamoru Hosoda'],0.0,2015-07-11,2015,0,490643.0
34350,Toilet,['Naoko Ogigami'],0.0,2010-08-28,2010,0,0.0
34351,This Changes Everything,['Avi Lewis'],0.0,2015-09-10,2015,0,0.0
34352,Strella,['Panos H. Koutras'],0.0,2009-02-10,2009,0,0.0
34353,Witch from Nepal,['Ching Siu-Tung'],0.0,1986-02-27,1986,0,0.0
34354,Sharpe's Enemy,['Tom Clegg'],0.0,1994-06-01,1994,0,0.0
34355,Traceless,['Grégoire Vigneron'],0.0,2010-03-10,2010,0,0.0
34356,Can't Change the Meeting Place,['Stanislav Govorukhin'],0.0,1979-11-11,1979,0,0.0
34357,The Master and Margarita,['Vladimir Bortko'],0.0,2005-12-19,2005,5000000,0.0
34358,På palmblad och rosor,['Lars Lennart Forsberg'],0.0,1976-04-03,1976,0,0.0
34359,Eu Não Faço a Menor Ideia do que eu Tô Fazendo Com a Minha Vida,['Matheus Souza'],0.0,2013-12-20,2013,0,0.0
34360,Sem Pena,['Eugênio Puppo '],0.0,2014-10-02,2014,0,0.0
34361,Seasick,['Veikko Aaltonen'],0.0,1996-04-07,1996,1000000,0.0
34362,Stray Dog,['Debra Granik'],0.0,2014-06-13,2014,0,0.0
34363,Homecoming,['Mika Kaurismäki'],0.0,2015-08-21,2015,0,0.0
34364,Dream Driven,['Timo Peltokangas'],0.0,2014-11-28,2014,0,0.0
34365,Cheap Smokes,['Renos Haralambidis'],0.0,2000-01-05,2000,0,0.0
34366,Containment,['Neil Mcenery-West'],0.0,2015-07-09,2015,0,0.0
34367,Lotus Eaters,['Alexandra McGuinness'],0.0,2013-04-05,2013,0,0.0
34368,Southwest,['Eduardo Nunes'],0.0,2011-10-13,2011,0,0.0
34369,Henrietta,['Lars Lennart Forsberg'],0.0,1983-12-15,1983,0,0.0
34370,Taal,['Subhash Ghai'],0.0,1999-08-13,1999,0,0.0
34371,Hum Saath Saath Hain,['Sooraj R. Barjatya'],0.0,1999-11-05,1999,0,0.0
34372,Jaanam Samjha Karo,['Andaleeb Sultanpuri'],0.0,1999-04-01,1999,0,0.0
34373,Dil Kya Kare,[],0.0,1999-01-01,1999,0,0.0
34374,Kaun?,['Ram Gopal Varma'],0.0,1999-02-26,1999,0,0.0
34375,Pyaar Koi Khel Nahin,[],0.0,1999-07-23,1999,0,0.0
34376,Hogi Pyar Ki Jeet,['P. Vasu'],0.0,1999-05-07,1999,0,0.0
34377,Biwi No. 1,['David Dhawan'],0.0,1999-05-27,1999,0,0.0
34378,Hello Brother,['Sohail Khan'],0.0,1999-09-09,1999,0,0.0
34379,Kartoos,['Mahesh Bhatt'],0.0,1999-05-07,1999,0,0.0
34380,Mast,['Ram Gopal Varma'],0.0,1999-10-15,1999,0,0.0
34381,Kachche Dhaage,['Milan Luthria'],0.0,1999-07-31,1999,0,0.0
34382,Deewane,[],0.0,2000-01-01,2000,0,0.0
34383,Dhadkan,['Dharmesh Darshan'],0.0,2000-08-11,2000,0,0.0
34384,Khiladi 420,[],0.0,2000-12-29,2000,0,0.0
34385,Kurukshetra,[],0.0,2000-11-09,2000,0,0.0
34386,Mela,['Dharmesh Darshan'],0.0,2000-01-07,2000,0,0.0
34387,Refugee,['J.P. Dutta'],0.0,2000-06-30,2000,0,0.0
34388,Kya Kehna,[],0.0,2000-05-18,2000,0,0.0
34389,Fiza,['Khalid Mohammed'],0.62,2000-09-08,2000,1000000,623791.0
34390,Bicchoo,[],0.0,2000-07-06,2000,0,0.0
34391,Har Dil Jo Pyar Karega...,['Raj Kanwar'],0.0,2000-07-23,2000,0,0.0
34392,Pukar,['Rajkumar Santoshi'],0.0,2000-02-11,2000,0,0.0
34393,Beti No. 1,[],0.0,2000-11-10,2000,0,0.0
34394,Khauff,['Sanjay Gupta'],0.0,2000-03-02,2000,0,0.0
34395,Jis Desh Mein Ganga Rehta Hai,['Mahesh Manjrekar'],0.0,2000-10-13,2000,0,0.0
34396,Hum To Mohabbat Karega,[],0.0,2000-05-26,2000,0,0.0
34397,Badal,['Raj Kanwar'],0.0,2000-02-11,2000,0,0.0
34398,Sharpe's Honour,['Tom Clegg'],0.0,1994-06-08,1994,0,0.0
34399,A Dangerous Game,['Anthony Baxter'],0.0,2014-05-01,2014,0,0.0
34400,Aim High In Creation,['Anna Broinowski'],0.0,2013-11-19,2013,0,0.0
34401,Mr. Dynamite: The Rise of James Brown,['Alex Gibney'],0.0,2014-04-27,2014,0,0.0
34402,The Falling,['Carol Morley'],0.0,2014-10-11,2014,750000,0.0
34403,Hundhotellet,['Per Åhlin'],0.0,2000-10-03,2000,0,0.0
34404,Romanovin kivet,['Aleksi Mäkelä'],0.0,1993-11-26,1993,0,0.0
34405,Big Love,['Barbara Bialowas'],0.0,2012-02-10,2012,2742651,0.0
34406,The Hellstrom Chronicle,"['Walon Green', 'Ed Spiegel']",0.0,1971-05-05,1971,0,0.0
34407,San Francisco 2.0,['Alexandra Pelosi'],0.0,2015-09-28,2015,0,0.0
34408,Walnut Bread,['Arūnas Žebriūnas'],0.0,1977-06-06,1977,0,0.0
34409,Cinema: A Public Affair,['Tatiana Brandrup'],0.0,2015-02-06,2015,0,0.0
34410,Plan B,['Marco Berger'],0.0,2009-03-27,2009,0,0.0
34411,Anarchy Parlor,"['Kenny Gage', 'Devon Downs']",0.0,2015-01-01,2015,0,0.0
34412,Hallway,['Leah Shore'],0.0,2015-03-15,2015,0,0.0
34413,"Come Back, Africa",['Lionel Rogosin'],0.0,1959-01-01,1959,0,0.0
34414,Cracked Nuts,['Edward F. Cline'],0.0,1931-04-18,1931,0,0.0
34415,Death Duel,['Chor Yuen'],0.0,1977-07-06,1977,0,0.0
34416,Duffy of San Quentin,['Walter Doniger'],0.0,1954-03-16,1954,0,0.0
34417,Alone With People,['Drew Van Steenbergen'],0.0,2014-07-18,2014,0,0.0
34418,An Afternoon,['Søren Green'],0.0,2014-10-06,2014,0,0.0
34419,Half Shot at Sunrise,['Paul Sloane'],0.0,1930-10-04,1930,0,0.0
34420,Hercules Against the Barbarians,['Domenico Paolella'],0.0,1964-04-16,1964,0,0.0
34421,Hercules Against the Mongols,['Domenico Paolella'],0.0,1963-11-29,1963,0,0.0
34422,Hercules Against the Moon Men,['Giacomo Gentilomo'],0.0,1964-06-27,1964,0,0.0
34423,In the Land of the Head Hunters,['Edward S. Curtis'],0.0,1914-12-07,1914,0,0.0
34424,Break Free,['Phillip Lopez'],0.0,2014-07-14,2014,0,0.0
34425,Land of Storms,['Ádám Császi'],0.0,2014-02-08,2014,0,0.0
34426,Last of the Mobile Hot Shots,['Sidney Lumet'],0.0,1970-01-02,1970,0,0.0
34427,Match,['Andrey Malyukov'],0.0,2012-05-01,2012,8000000,0.0
34428,You're Killing Me,['Jim Hansen'],0.0,2015-07-15,2015,0,0.0
34429,Tru Love,"['Shauna MacDonald', 'Kate Johnston']",0.0,2013-10-04,2013,0,0.0
34430,Santa Claws,['John A. Russo'],0.0,1996-10-22,1996,0,0.0
34431,Boy,['Lucas Helth Postma'],0.0,2014-06-19,2014,0,0.0
34432,The Connection,['Shirley Clarke'],0.0,1962-10-03,1962,167,0.0
34433,The Conquerors,['William A. Wellman'],0.0,1932-11-18,1932,0,0.0
34434,The Delightful Forest,"['Chang Cheh', 'Pao Hsueh-Li']",0.0,1972-09-20,1972,0,0.0
34435,The Double O Kid,['Dee McLachlan'],0.0,1992-09-07,1992,0,0.0
34436,The Exiles,['Kent MacKenzie'],0.0,1961-07-13,1961,0,0.0
34437,Hole,['Martin Edralin'],0.0,2014-08-14,2014,0,0.0
34438,The Secret Fury,['Mel Ferrer'],0.0,1950-02-21,1950,0,0.0
34439,The Victors,['Carl Foreman'],0.0,1963-11-22,1963,0,0.0
34440,Underground,['Anthony Asquith'],0.0,1928-07-01,1928,0,0.0
34441,Asignatura pendiente,['José Luis Garci'],0.0,1977-04-18,1977,0,0.0
34442,Isla bonita,['Fernando Colomo'],0.0,2015-11-06,2015,0,0.0
34443,Positive I.D.,['Andy Anderson'],0.0,1986-10-28,1986,0,0.0
34444,"Douro, Faina Fluvial",['Manoel de Oliveira'],0.0,1931-09-21,1931,0,0.0
34445,Falling For You,['Eric Till'],0.0,1995-02-21,1995,0,0.0
34446,Tobruk,['Václav Marhoul'],0.0,2008-09-04,2008,0,0.0
34447,Last Images of the Shipwreck,['Eliseo Subiela'],0.0,1989-09-09,1989,0,0.0
34448,Gardener of Eden,['Kevin Connolly'],0.0,2007-04-26,2007,0,0.0
34449,Naomi and Ely's No Kiss List,['Kristin Hanggi'],0.0,2015-09-18,2015,0,0.0
34450,The Subjects,['Robert Mond'],0.0,2015-10-08,2015,0,0.0
34451,Geppo il folle,['Adriano Celentano'],0.0,1978-12-01,1978,0,0.0
34452,Yuppi Du,['Adriano Celentano'],0.0,1975-01-08,1975,0,0.0
34453,H2S,['Roberto Faenza'],0.0,1969-09-05,1969,0,0.0
34454,Aayitha Ezhuthu,['Mani Ratnam'],0.0,2004-05-21,2004,0,0.0
34455,Maktub,['Paco Arango'],0.0,2011-12-16,2011,0,0.0
34456,Committed,['Stelana Kliris'],0.0,2014-04-06,2014,0,0.0
34457,The forbidden education,['Juan Vautista'],0.0,2012-08-13,2012,0,0.0
34458,Drops of Joy,['Cacau Rhoden'],0.0,2014-07-19,2014,0,0.0
34459,Wildlike,['Frank Hall Green'],0.0,2014-09-25,2014,0,0.0
34460,"Pizza, Beer, and Cigarettes","['Adrián Caetano', 'Bruno Stagnaro']",0.0,1998-01-15,1998,0,0.0
34461,Fighter Pilot: Operation Red Flag,['Stephen Low'],0.0,2004-12-02,2004,0,0.0
34462,The C-Word,['Tim Kirkby'],0.0,2015-05-03,2015,0,0.0
34463,All Three of Us,['Kheiron'],0.0,2015-11-04,2015,0,0.0
34464,Creed,['Ryan Coogler'],4.69,2015-11-25,2015,37000000,173567581.0
34465,William & Kate,['Mark Rosman'],0.75,2011-04-18,2011,20,15.0
34466,Dragons: Gift of the Night Fury,['Tom Owens'],0.0,2011-11-15,2011,0,0.0
34467,Innocent Steps,['Park Young-hoon'],0.0,2005-04-28,2005,0,0.0
34468,Sundays at Tiffany's,['Mark Piznarski'],0.0,2010-12-06,2010,0,0.0
34469,The Gendarme in New York,['Jean Girault'],0.0,1965-10-28,1965,0,0.0
34470,The Gendarme Takes Off,['Jean Girault'],0.0,1970-10-28,1970,0,0.0
34471,The Gendarme of St. Tropez,['Jean Girault'],0.0,1964-09-08,1964,0,0.0
34472,The Gendarme and the Creatures from Outer Space,['Jean Girault'],0.0,1979-01-31,1979,0,0.0
34473,The Scouting Book for Boys,['Tom Harper'],0.0,2009-01-01,2009,0,0.0
34474,The Girls in the Band,['Judy Chaikin'],0.0,2013-05-10,2013,0,0.0
34475,Deadbeat at Dawn,['Jim VanBebber'],0.0,1988-01-01,1988,0,0.0
34476,Twinsters,"['Samantha Futerman', 'Ryan Miyamoto']",0.0,2015-07-17,2015,0,0.0
34477,Cosmic Scrat-tastrophe,"['Galen T. Chu', 'Mike Thurmeier']",0.0,2015-11-06,2015,0,0.0
34478,Solace,['Afonso Poyart'],0.0,2015-09-03,2015,0,22586863.0
34479,Enter Laughing,['Carl Reiner'],0.0,1967-01-01,1967,0,0.0
34480,For Singles Only,['Arthur Dreifuss'],0.0,1968-06-05,1968,0,0.0
34481,All About Evil,['Joshua Grannell'],0.0,2010-05-01,2010,0,0.0
34482,Breathing,['Karl Markovics'],0.0,2011-09-30,2011,0,0.0
34483,"Bruce Lee, My Brother","['Manfred Wong', 'Raymond Yip Wai-Man']",0.0,2010-11-25,2010,0,0.0
34484,The Little Ghost,['Alain Gsponer'],0.0,2013-11-07,2013,0,0.0
34485,True Confessions of a Go-Go Girl,['Grant Harvey'],0.0,2008-01-01,2008,0,0.0
34486,Lejdis,['Tomasz Konecki'],0.0,2008-02-01,2008,0,0.0
34487,Money Is Not Everything,['Juliusz Machulski'],0.0,2001-01-05,2001,0,0.0
34488,Zróbmy sobie wnuka,['Piotr Wereśniak'],0.0,2003-10-10,2003,0,0.0
34489,The Mighty Angel,['Wojciech Smarzowski'],0.0,2014-01-17,2014,2100000,0.0
34490,The Dead and the Living,['Barbara Albert'],0.0,2012-09-25,2012,0,0.0
34491,Shameless,['Filip Marczewski'],0.0,2012-07-20,2012,0,0.0
34492,Baby Blues,['Katarzyna Roslaniec'],0.0,2012-09-10,2012,1635794,0.0
34493,Hardkor Disko,['Krzysztof Skonieczny'],0.0,2014-04-04,2014,0,0.0
34494,Cry of the Hunted,['Joseph H. Lewis'],0.0,1953-05-08,1953,0,0.0
34495,The Challengers,['Eric Till'],0.0,1990-10-14,1990,0,0.0
34496,A Nanny for Christmas,['Michael Feifer'],0.0,2010-11-23,2010,2000000,0.0
34497,The Hot Flashes,['Susan Seidelman'],0.0,2013-07-12,2013,4000000,0.0
34498,Lost in the Sun,['Trey Nelson'],1.0,2015-11-05,2015,25000,25000.0
34499,Jigarthanda,['Karthik Subbaraj'],0.0,2014-08-01,2014,1600000,0.0
34500,Sharpe's Regiment,['Tom Clegg'],0.0,1996-05-01,1996,0,0.0
34501,David and Goliath,['Timothy A. Chey'],0.0,2015-03-13,2015,0,0.0
34502,Frisky,['Luigi Comencini'],0.0,1954-01-01,1954,0,0.0
34503,Three Nights of Love,"['Renato Castellani', 'Luigi Comencini', 'Franco Rossi']",0.0,1964-10-08,1964,0,0.0
34504,Six Days a Week,['Luigi Comencini'],0.0,1965-03-22,1965,0,0.0
34505,Without Knowing Anything About Her,['Luigi Comencini'],0.0,1969-11-18,1969,0,0.0
34506,Somewhere Beyond Love,['Luigi Comencini'],0.0,1974-06-06,1974,0,0.0
34507,Misunderstood,['Luigi Comencini'],0.0,1966-01-01,1966,0,0.0
34508,The Sunday Woman,['Luigi Comencini'],0.0,1975-12-23,1975,0,0.0
34509,A Boy from Calabria,['Luigi Comencini'],0.0,1987-09-11,1987,0,0.0
34510,Christmas Rematch,['Pupi Avati'],0.0,2004-01-30,2004,0,0.0
34511,The Last Minute,['Pupi Avati'],0.0,1988-01-01,1988,0,0.0
34512,Bix,['Pupi Avati'],0.0,1991-01-01,1991,0,0.0
34513,Magnificat,['Pupi Avati'],0.0,1993-04-09,1993,0,0.0
34514,Arcane Sorcerer,['Pupi Avati'],0.0,1996-01-01,1996,0,0.0
34515,The White Ship,['Roberto Rossellini'],0.0,1941-10-31,1941,0,0.0
34516,Escape by Night,['Roberto Rossellini'],0.0,1960-07-31,1960,0,0.0
34517,Vanina Vanini,['Roberto Rossellini'],0.0,1961-10-12,1961,0,0.0
34518,The Messiah,['Roberto Rossellini'],0.0,1975-10-24,1975,0,0.0
34519,I cavalieri che fecero l'impresa,['Pupi Avati'],0.0,2001-01-01,2001,0,0.0
34520,Dov'è la libertà...?,['Roberto Rossellini'],0.0,1954-02-25,1954,0,0.0
34521,Joan of Arc at the Stake,['Roberto Rossellini'],0.0,1954-12-20,1954,0,0.0
34522,Il figlio più piccolo,['Pupi Avati'],0.0,2010-02-19,2010,0,0.0
34523,A Second Childhood,['Pupi Avati'],0.0,2010-10-08,2010,0,0.0
34524,A Golden Boy,['Pupi Avati'],0.0,2014-09-18,2014,0,0.0
34525,Louder Than Bombs,['Joachim Trier'],0.01,2015-05-18,2015,11000000,161789.0
34526,Entre Abelhas,['Ian SBF'],0.0,2015-04-30,2015,0,0.0
34527,My Wife's Husband,['Gilles Grangier'],0.0,1963-09-01,1963,0,0.0
34528,Pouic-Pouic,['Jean Girault'],0.0,1963-11-20,1963,0,0.0
34529,Algorithms,"['Ian McDonald', 'Geetha J']",0.0,2013-06-06,2013,0,0.0
34530,Le Grand Restaurant,['Jacques Besnard'],0.0,1966-01-01,1966,0,0.0
34531,More of Me,['Daisy von Scherler Mayer'],0.0,2007-06-17,2007,0,0.0
34532,Ferdinando and Carolina,['Lina Wertmüller'],0.0,1999-01-01,1999,0,0.0
34533,Heist,['Scott Mann'],0.46,2015-11-13,2015,8900000,4100000.0
34534,Condemned,['Eli Morgan Gesner'],0.0,2015-11-13,2015,0,0.0
34535,Entertainment,['Rick Alverson'],0.0,2015-08-11,2015,0,0.0
34536,"Rio, I Love You","['Guillermo Arriaga', 'John Turturro', 'Carlos Saldanha', 'Fernando Meirelles', 'César Charlone', 'Stephan Elliott', 'José Padilha', 'Nadine Labaki', 'Paolo Sorrentino', 'Vicente Amorim', 'Im Sang-soo', 'Andrucha Waddington']",0.0,2014-09-12,2014,0,0.0
34537,The Murder Pact,['Colin Theys'],0.0,2015-10-09,2015,0,0.0
34538,PG 16...,['Andrei Kavun'],0.0,2010-09-16,2010,0,0.0
34539,Sharpe's Siege,['Tom Clegg'],0.0,1996-05-08,1996,0,0.0
34540,The Price We Pay,['Harold Crooks'],0.0,2014-09-05,2014,0,0.0
34541,We Are Many,['Amir Amirani'],0.0,2014-06-08,2014,0,0.0
34542,Fonzy,['Isabelle Doval'],0.0,2013-10-30,2013,0,0.0
34543,Happy 140,['Gracia Querejeta'],0.0,2015-04-10,2015,0,0.0
34544,Shelter,['Paul Bettany'],0.0,2014-09-12,2014,0,0.0
34545,White Skin,['Daniel Roby'],0.0,2004-09-17,2004,0,0.0
34546,400 Days,['Matt Osterman'],0.0,2015-10-29,2015,0,0.0
34547,A Girl at My Door,['July Jung'],0.0,2014-05-22,2014,0,0.0
34548,Just Desserts,['Kevin Connor'],0.0,2004-01-01,2004,0,0.0
34549,"If Not Us, Who?",['Andres Veiel'],0.0,2011-03-10,2011,0,0.0
34550,The Boy Who Walked Backwards,['Thomas Vinterberg'],0.0,1995-02-05,1995,0,0.0
34551,Lost and Love,['Peng Sanyuan'],0.0,2015-03-20,2015,0,0.0
34552,Absence,['Peter Handke'],0.0,1992-04-01,1992,0,0.0
34553,The Left-Handed Woman,['Peter Handke'],0.0,1978-05-25,1978,0,0.0
34554,You Won't Have Alsace-Lorraine,['Coluche'],0.0,1977-10-19,1977,0,0.0
34555,The Discord,['Claude Zidi'],0.0,1978-03-16,1978,0,0.0
34556,The Hardy Bucks Movie,['Mike Cockayne'],0.0,2013-02-21,2013,0,0.0
34557,We Want the Colonels,['Mario Monicelli'],0.0,1973-03-05,1973,0,0.0
34558,Dear Michele,['Mario Monicelli'],0.0,1976-01-01,1976,0,0.0
34559,Lovers and Liars,['Mario Monicelli'],0.0,1979-04-24,1979,0,0.0
34560,The Two Lives of Mattia Pascal,['Mario Monicelli'],0.0,1985-06-03,1985,0,0.0
34561,Facciamo paradiso,['Mario Monicelli'],0.0,1995-04-07,1995,0,0.0
34562,Dirty Linen,['Mario Monicelli'],0.0,1999-01-25,1999,0,0.0
34563,The Passionate Thief,['Mario Monicelli'],0.0,1960-10-21,1960,0,0.0
34564,Forbidden,['Mario Monicelli'],0.0,1954-04-01,1954,0,0.0
34565,Toto and Carolina,['Mario Monicelli'],0.0,1955-03-03,1955,0,0.0
34566,Donatella,['Mario Monicelli'],0.0,1956-10-28,1956,0,0.0
34567,Padri e figli,['Mario Monicelli'],0.0,1957-02-21,1957,0,0.0
34568,Le rose del deserto,['Mario Monicelli'],0.0,2006-01-01,2006,0,0.0
34569,The Under-Gifted,['Claude Zidi'],0.0,1980-04-30,1980,0,0.0
34570,Inspector Blunder,['Claude Zidi'],0.0,1980-12-03,1980,0,0.0
34571,Le maître d'école,['Claude Berri'],0.0,1981-10-28,1981,0,0.0
34572,"So Long, Stooge",['Claude Berri'],0.0,1983-12-20,1983,0,0.0
34573,Banzai,['Claude Zidi'],0.0,1983-03-23,1983,0,0.0
34574,Velociraptor,['Chucho E. Quintero'],0.0,2014-06-07,2014,0,0.0
34575,The Mysterious House of Dr. C.,['Ted Kneeland'],0.0,1976-01-09,1976,0,0.0
34576,The Lady Without Camelias,['Michelangelo Antonioni'],0.0,1953-02-27,1953,0,0.0
34577,Chung Kuo - Cina,['Michelangelo Antonioni'],0.0,1972-12-26,1972,0,0.0
34578,The Mystery of Oberwald,['Michelangelo Antonioni'],0.0,1981-09-03,1981,0,0.0
34579,Eros,"['Steven Soderbergh', 'Wong Kar-wai', 'Michelangelo Antonioni']",0.0,2004-09-09,2004,0,0.0
34580,The Extreme Tragic Story of Celal Tan and His Family,['Onur Ünlü'],0.0,2011-11-16,2011,300000,0.0
34581,Bana Masal Anlatma,['Burak Aksak'],0.0,2015-01-09,2015,0,0.0
34582,In Bar,['Serdar Akar'],0.0,2007-01-01,2007,0,0.0
34583,Thou Gild'st the Even,['Onur Ünlü'],0.0,2013-03-29,2013,0,0.0
34584,1989,['Anders Østergaard'],0.0,2014-11-05,2014,0,0.0
34585,Hello Lonesome,['Adam Reid'],0.0,2010-06-01,2010,0,0.0
34586,The Surprise,['Mike van Diem'],0.0,2015-05-21,2015,0,0.0
34587,Double zéro,['Gérard Pirès'],0.0,2004-06-16,2004,0,0.0
34588,Love the Coopers,['Jessie Nelson'],2.5,2015-11-12,2015,17000000,42426912.0
34589,Prem Ratan Dhan Payo,['Sooraj R. Barjatya'],2.86,2015-11-11,2015,23400000,67000000.0
34590,A Colbert Christmas: The Greatest Gift of All!,[],0.0,2008-11-23,2008,0,0.0
34591,Outrage,['Ida Lupino'],0.0,1950-09-27,1950,0,0.0
34592,A Dandy in Aspic,"['Laurence Harvey', 'Anthony Mann']",0.0,1968-04-02,1968,0,0.0
34593,(T)ERROR,"['Lyric R. Cabral', 'David Felix Sutcliffe']",0.0,2015-01-24,2015,0,0.0
34594,Perfumed Ball,"['Lírio Ferreira', 'Paulo Caldas']",0.0,1997-08-01,1997,0,0.0
34595,Straight-Jacket,['Richard Day'],0.0,2004-02-01,2004,0,0.0
34596,A Reunion,['Hernando Bansuelo'],0.0,2014-06-01,2014,0,0.0
34597,In the Grayscale,['Claudio Marcone'],0.0,2015-03-06,2015,0,0.0
34598,King Lear,['Ernest C. Warde'],0.0,1916-12-17,1916,0,0.0
34599,Captains of the Sands,['Cecília Amado'],0.0,2011-10-07,2011,4500000,0.0
34600,Caramuru: The Invention of Brazil,['Guel Arraes'],0.0,2001-11-09,2001,0,0.0
34601,No Night Is Too Long,['Tom Shankland'],0.0,2002-12-27,2002,0,0.0
34602,Manichitrathazhu,['Fazil'],0.0,1993-12-25,1993,0,0.0
34603,Devasuram,['I. V. Sasi'],0.0,1993-04-14,1993,0,0.0
34604,Chashme Buddoor,['Sai Paranjape'],0.0,1981-04-30,1981,0,0.0
34605,Sharpe's Mission,['Tom Clegg'],0.0,1996-05-15,1996,0,0.0
34606,The Conquerors,['Xabi Molia'],0.0,2013-09-25,2013,0,0.0
34607,Rock the Casbah,['Laïla Marrakchi'],0.0,2013-09-11,2013,0,0.0
34608,I Was a Shoplifter,['Charles Lamont'],0.0,1950-05-13,1950,0,0.0
34609,Iron Man,['Joseph Pevney'],0.0,1951-08-18,1951,0,0.0
34610,Showdown,['George Seaton'],0.0,1973-06-20,1973,0,0.0
34611,This Earth Is Mine,['Henry King'],0.0,1959-06-26,1959,0,0.0
34612,The Golden Blade,['Nathan H. Juran'],0.0,1953-08-11,1953,0,0.0
34613,Undertow,['William Castle'],0.0,1949-12-01,1949,0,0.0
34614,One Way Street,['Hugo Fregonese'],0.0,1950-04-01,1950,0,0.0
34615,Scarlet Angel,['Sidney Salkow'],0.0,1952-06-20,1952,0,0.0
34616,A Very Special Favor,['Michael Gordon'],0.0,1965-08-14,1965,0,0.0
34617,The Second Circle,['Alexander Sokurov'],0.0,1990-09-11,1990,0,0.0
34618,Journey to the Safest Place on Earth,['Edgar Hagen'],0.0,2013-10-10,2013,0,0.0
34619,All American High: Revisited,['Keva Rosenfeld'],0.0,2014-03-09,2014,0,0.0
34620,"Doin' It in the Park: Pick-Up Basketball, NYC","['Bobbito Garcia', 'Kevin Couliau']",0.0,2012-06-17,2012,0,0.0
34621,SlingShot,['Paul Lazarus'],0.0,2014-03-14,2014,0,0.0
34622,Famous Nathan,['Lloyd Handwerker'],0.0,2015-07-17,2015,0,0.0
34623,Bigfoot's Reflection,['Evan Beloff'],0.0,2007-05-23,2007,0,0.0
34624,BMF: The Rise and Fall of a Hip-Hop Drug Empire,['Don Sikorski'],0.0,2012-12-11,2012,0,0.0
34625,The Happy House,['D.W. Young'],0.0,2013-05-05,2013,0,0.0
34626,Ralphie May: Imperfectly Yours,['Anthony Pierce'],0.0,2013-02-23,2013,0,0.0
34627,Reilly: Ace of Spies,[],0.0,1983-09-05,1983,0,0.0
34628,The Secret Life of Marilyn Monroe,['Laurie Collyer'],0.0,2015-05-30,2015,0,0.0
34629,The Roosevelts: An Intimate History,['Ken Burns'],0.0,2014-09-15,2014,0,0.0
34630,Silenced,['James Spione'],0.0,2014-11-19,2014,0,0.0
34631,In Harmony,['Denis Dercourt'],0.0,2015-04-15,2015,0,0.0
34632,The French Revolution,"['Robert Enrico', 'Richard T. Heffron']",0.0,1989-10-01,1989,0,0.0
34633,Après la guerre,['Jean-Loup Hubert'],0.0,1989-04-26,1989,0,0.0
34634,Le bal des casse-pieds,['Yves Robert'],0.0,1992-02-12,1992,0,0.0
34635,Une Époque Formidable...,['Gérard Jugnot'],0.0,1991-06-19,1991,0,0.0
34636,Robbery at 3 O'clock,['José María Forqué'],0.0,1962-12-10,1962,0,0.0
34637,Το γάλα,[],0.0,2012-10-10,2012,0,0.0
34638,Those Happy Days,"['Olivier Nakache', 'Eric Toledano']",0.0,2006-06-28,2006,0,0.0
34639,Hachi-ko,['Seijiro Koyama'],0.0,1987-08-01,1987,0,0.0
34640,Atolladero,['Óscar Aibar'],0.0,1997-01-01,1997,0,0.0
34641,The Story of Sin,['Walerian Borowczyk'],0.0,1975-06-03,1975,0,0.0
34642,Metamorphosis : The Alien Factor,['Glenn Takakjian'],0.0,1990-11-05,1990,0,0.0
34643,Felix and Meira,['Maxime Giroux'],0.0,2015-01-11,2015,0,0.0
34644,How the Lion Cub and the Turtle Sang a Song,['Inessa Kovalevskaya'],0.0,1974-01-01,1974,0,0.0
